#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END
OR4F5	1	+	69090	70008	69090,	70008,
TANGO2	22	+	20021107	20065926	20021107,20036759,20043354,20052464,20053436,20055942,20061529,20063337,20064541,	20021246,20036854,20043443,20052584,20053551,20056013,20061683,20063442,20065926,
DGCR8	22	+	20080231	20111871	20080231,20085686,20087161,20089668,20089975,20091434,20091868,20092808,20094712,20106176,20106591,20107270,20108889,20110024,	20080383,20086683,20087321,20089811,20090258,20091632,20091970,20092907,20094795,20106277,20106698,20107398,20109003,20111871,
TRMT2A	22	-	20111865	20117295	20111865,20112910,20113117,20113431,20113685,20114573,20114760,20114964,20115265,20115671,20116037,20116882,	20112794,20113007,20113234,20113507,20113808,20114685,20114876,20115079,20115447,20115780,20116612,20117295,
RANBP1	22	+	20117547	20127181	20117547,20119012,20122263,20125307,20126302,20126951,	20117664,20119149,20122421,20125436,20126368,20127181,
ZDHHC8	22	+	20131806	20148007	20131806,20139193,20139477,20139719,20140114,20140616,20140870,20141216,20141420,20142755,20145228,	20132051,20139315,20139635,20139892,20140217,20140708,20141012,20141337,20141530,20143756,20148007,
CCDC188	22	-	20148426	20151065	20148426,20148874,20149186,20149411,20149580,20149723,20149954,20150142,20150467,	20148800,20148924,20149244,20149476,20149640,20149780,20150059,20150250,20151065,
RTN4R	22	-	20241414	20268531	20241414,20268070,	20243110,20268531,
DGCR6L	22	-	20314275	20320080	20314275,20315335,20316118,20319638,20319878,	20314824,20315476,20316219,20319799,20320080,
USP41	22	-	20363620	20390758	20363620,20364185,20366566,20367547,20369428,20370119,20375489,20377154,20380775,20387425,20389605,20390496,20390738,	20363674,20364317,20366734,20367643,20369575,20370199,20375635,20377251,20380820,20387433,20389615,20390570,20390758,
ZNF74	22	+	20394114	20407678	20394114,20395332,20400631,20401276,20405376,	20394662,20395418,20400758,20401372,20407678,
XXbac-B562F10.12	22	-	20429240	20446620	20429240,20429535,20429729,20430428,20446442,	20429355,20429653,20429833,20430557,20446620,
KLHL22	22	-	20441518	20495883	20441518,20446442,20457807,20464857,20471349,20488984,20495759,	20442438,20446676,20458000,20465576,20471515,20489244,20495883,
MED15	22	+	20507601	20587632	20507601,20537116,20551435,20553144,20554935,20564449,20566466,20568520,20582610,20582839,20583112,20583329,20584358,20584854,20585100,20585727,20586567,	20507746,20537204,20551487,20553174,20555148,20564688,20566817,20568631,20582747,20582967,20583247,20583393,20584425,20585015,20585267,20585826,20587632,
PI4KA	22	-	20707690	20858812	20707690,20709295,20709907,20710698,20711340,20712485,20712692,20713280,20714457,20714627,20717707,20718692,20721297,20726487,20727229,20727773,20729312,20729631,20729891,20732970,20733735,20734042,20734394,20742227,20742607,20744627,20747582,20749904,20751292,20751673,20752902,20753109,20761303,20764816,20765099,20765584,20793192,20796145,20798583,20799092,20799670,20801972,20803190,20804299,20804973,20807361,20810966,20813357,20818482,20819640,20820538,20824325,20834561,20838614,20858569,	20708098,20709379,20709997,20710858,20711461,20712611,20712797,20713390,20714528,20714700,20717778,20718822,20721418,20726541,20727397,20727864,20729506,20729711,20730011,20733098,20733843,20734194,20734553,20742355,20742764,20744720,20747702,20749994,20751376,20751755,20753027,20753180,20761386,20764950,20765236,20765693,20793243,20796314,20798687,20799276,20799766,20802105,20803320,20804400,20805165,20807458,20811032,20813506,20818549,20819900,20820611,20824414,20834655,20838731,20858812,
SERPIND1	22	+	20773878	20787720	20773878,20779296,20783971,20786003,20786874,	20774145,20780201,20784245,20786148,20787720,
SNAP29	22	+	20858982	20891218	20858982,20870336,20881048,20883470,20887678,	20859347,20870533,20881134,20883569,20891218,
CRKL	22	+	20917425	20953749	20917425,20933778,20949710,	20918245,20934244,20953749,
AIFM3	22	+	20965107	20981360	20965107,20967804,20973306,20973757,20974062,20974251,20974524,20974703,20975691,20976214,20976407,20976650,20976866,20977031,20977699,20977887,20979270,20979626,20980019,20980746,20980991,	20965207,20967975,20973520,20973867,20974172,20974296,20974621,20974816,20975778,20976306,20976538,20976766,20976938,20977095,20977776,20978005,20979369,20979702,20980124,20980767,20981360,
LZTR1	22	+	20982012	20999038	20982012,20983026,20985840,20987503,20988009,20988788,20989624,20990385,20991627,20992213,20992793,20993661,20993923,20994103,20994557,20994869,20995745,20995962,20996695,20996885,20997231,	20982571,20983089,20985897,20987583,20988118,20988872,20989682,20990525,20991829,20992369,20992904,20993754,20994019,20994269,20994727,20995026,20995872,20996112,20996801,20996966,20999038,
THAP7	22	-	20999771	21002086	20999771,21000646,21001255,21001831,	21000432,21000787,21001411,21002086,
P2RX6	22	+	21015026	21028830	21015026,21015941,21017988,21022675,21022941,21023117,21023274,21023508,21025804,21026010,21026251,21026419,	21015338,21016092,21018060,21022751,21023035,21023198,21023416,21023618,21025898,21026076,21026329,21028830,
SLC7A4	22	-	21028717	21032549	21028717,21029335,21029710,21030830,21032530,	21029230,21029444,21030351,21031855,21032549,
LRRC74B	22	+	21045986	21060528	21045986,21047355,21047883,21048950,21052248,21053359,21055097,21057104,21060372,	21046125,21047498,21048016,21049157,21052358,21053475,21055176,21057200,21060528,
POM121L7	22	-	21125659	21128063	21125659,	21128063,
GGT2	22	-	21207973	21227637	21207973,21208588,21208783,21208998,21209358,21213064,21213724,21215924,21216470,21221865,21222083,21225390,21226104,21226593,21227395,	21208284,21208702,21208896,21209126,21209546,21213201,21213874,21216078,21216667,21221952,21222214,21225561,21226278,21226662,21227637,
RIMBP3B	22	+	21383373	21389478	21383373,	21389478,
HIC2	22	+	21417403	21451463	21417403,21442758,21444921,	21417560,21442857,21451463,
RIMBP3C	22	-	21545677	21551461	21545677,	21551461,
UBE2L3	22	+	21567546	21624034	21567546,21592860,21610856,21621514,	21567771,21592956,21611043,21624034,
YDJC	22	-	21628088	21630064	21628088,21629009,21629307,21629601,21629850,	21628787,21629187,21629407,21629761,21630064,
CCDC116	22	+	21632728	21637327	21632728,21633119,21634021,21634684,21636431,	21632827,21633253,21634570,21635266,21637327,
SDF2L1	22	+	21642260	21644298	21642260,21642861,21643893,	21642523,21643058,21644298,
PPIL2	22	+	21666008	21700015	21666008,21669912,21670565,21670996,21672329,21675063,21681298,21682436,21683181,21684752,21686482,21686891,21687642,21688072,21688731,21693815,21694592,21694754,21694936,21695393,21696746,	21666131,21669962,21670611,21671059,21672381,21675115,21681390,21682526,21683257,21684913,21686558,21686998,21687732,21688106,21688849,21693872,21694665,21694817,21695070,21695496,21700015,
YPEL1	22	-	21697543	21735834	21697543,21703369,21703838,21710627,21735614,	21701218,21703478,21703882,21710908,21735834,
MAPK1	22	-	21754499	21867629	21754499,21769194,21772872,21788256,21788693,21799011,21805849,21807663,21867321,	21764240,21769320,21772982,21788388,21788808,21799128,21806039,21807846,21867629,
PPM1F	22	-	21919419	21952837	21919419,21925568,21931147,21933390,21934023,21939531,21945842,21952791,	21923471,21925662,21931291,21933579,21934226,21939680,21946108,21952837,
TOP3B	22	-	21957024	21982816	21957024,21958491,21959131,21959586,21960320,21962428,21962746,21963922,21964160,21965284,21967602,21968618,21970209,21971876,21972611,21974356,21975639,21982729,	21957595,21958693,21959232,21959736,21960449,21962602,21962893,21964028,21964315,21965375,21967716,21968775,21970406,21971951,21972718,21974488,21975807,21982816,
IGLV4-69	22	+	22030933	22031472	22030933,22031162,	22031042,22031472,
IGLV8-61	22	+	22098699	22099212	22098699,22098905,	22098806,22099212,
IGLV4-60	22	+	22162198	22162681	22162198,22162371,	22162250,22162681,
IGLV6-57	22	+	22195712	22196460	22195712,22195969,	22195844,22196460,
IGLV11-55	22	+	22201662	22202206	22201662,22201838,	22201720,22202206,
IGLV10-54	22	+	22214793	22215270	22214793,22214964,	22214852,22215270,
VPREB1	22	+	22244674	22245515	22244674,22244945,	22244859,22245515,
IGLV5-52	22	+	22318726	22319226	22318726,22318898,	22318777,22319226,
IGLV1-51	22	+	22322471	22322980	22322471,22322662,	22322553,22322980,
IGLV1-50	22	+	22327299	22327814	22327299,22327506,	22327396,22327814,
IGLV9-49	22	+	22343186	22343732	22343186,22343406,	22343269,22343732,
IGLV1-47	22	+	22357738	22358260	22357738,22357955,	22357840,22358260,
IGLV7-46	22	+	22369613	22370087	22369613,22369782,	22369693,22370087,
IGLV5-45	22	+	22375985	22376505	22375985,22376182,	22376059,22376505,
IGLV1-44	22	+	22380765	22381347	22380765,22381040,	22380925,22381347,
IGLV7-43	22	+	22395017	22395489	22395017,22395184,	22395097,22395489,
IGLV1-40	22	+	22409765	22410282	22409765,22409972,	22409862,22410282,
IGLV5-37	22	+	22427539	22428035	22427539,22427712,	22427590,22428035,
IGLV1-36	22	+	22431957	22432465	22431957,22432158,	22432043,22432465,
IGLV2-33	22	+	22588154	22588688	22588154,22588380,	22588258,22588688,
IGLV3-32	22	+	22594527	22595056	22594527,22594755,	22594609,22595056,
GGTLC2	22	+	22644474	22647903	22644474,22646311,22646753,22646982,22647176,22647594,	22644647,22646521,22646881,22647095,22647290,22647903,
IGLV3-27	22	+	22668287	22668806	22668287,22668513,	22668371,22668806,
IGLV3-25	22	+	22686725	22687271	22686725,22686980,	22686814,22687271,
IGLV2-23	22	+	22697788	22698407	22697788,22698113,	22697996,22698407,
IGLV3-22	22	+	22704264	22704822	22704264,22704523,	22704374,22704822,
IGLV3-21	22	+	22711688	22713203	22711688,22712284,22712898,	22711805,22712464,22713203,
IGLV3-19	22	+	22720622	22721145	22720622,22720854,	22720708,22721145,
IGLV2-18	22	+	22734606	22735096	22734606,22734781,	22734665,22735096,
IGLV3-16	22	+	22747382	22747911	22747382,22747620,	22747466,22747911,
IGLV2-14	22	+	22758699	22759218	22758699,22758903,	22758786,22759218,
IGLV3-12	22	+	22771823	22772586	22771823,22772281,	22771878,22772586,
IGLV2-11	22	+	22792490	22793007	22792490,22792695,	22792578,22793007,
IGLV3-10	22	+	22811746	22812285	22811746,22811980,	22811827,22812285,
IGLV3-9	22	+	22819009	22819756	22819009,22819456,	22819170,22819756,
IGLV4-3	22	+	22871506	22872035	22871506,22871710,	22871584,22872035,
IGLV3-1	22	+	22880705	22881396	22880705,22881096,	22880803,22881396,
IGLL5	22	+	22887779	22895825	22887779,22893699,22895374,	22888259,22893818,22895825,
IGLJ1	22	+	22893691	22893818	22893691,	22893818,
IGLC1	22	+	22895374	22895834	22895374,	22895834,
IGLJ2	22	+	22899480	22899655	22899480,	22899655,
IGLC2	22	+	22900975	22901437	22900975,	22901437,
IGLJ3	22	+	22904849	22905025	22904849,	22905025,
IGLC3	22	+	22906341	22906803	22906341,	22906803,
IGLJ4	22	+	22910573	22910606	22910573,	22910606,
IGLJ5	22	+	22914236	22914308	22914236,	22914308,
IGLJ6	22	+	22918131	22918201	22918131,	22918201,
IGLJ7	22	+	22921389	22921435	22921389,	22921435,
IGLC7	22	+	22922593	22923034	22922593,	22923034,
RSPH14	22	-	23059414	23142093	23059414,23061808,23063901,23134025,23138839,23140221,23141948,	23059718,23061945,23064133,23134144,23138942,23140472,23142093,
GNAZ	22	+	23070360	23125037	23070360,23095246,23123086,	23070570,23096418,23125037,
RAB36	22	+	23145325	23164350	23145325,23146604,23150062,23152460,23153032,23155967,23157991,23158897,23159162,23160878,23161499,	23145551,23146685,23150154,23152526,23153134,23156032,23158043,23158979,23159253,23160998,23164350,
BCR	22	+	23180209	23318037	23180209,23253798,23260949,23261354,23268407,23271531,23273080,23273633,23283976,23285032,23287158,23288096,23289516,23290338,23292540,23295023,23309423,23310323,23311696,23312886,23313967,23314551,23315432,	23182239,23253980,23261054,23261540,23268515,23271592,23273133,23273774,23284098,23285201,23287278,23288172,23289621,23290413,23292638,23295155,23309483,23310433,23311836,23313021,23314073,23314714,23318037,
IGLL1	22	-	23573124	23580308	23573124,23574966,23579984,	23573585,23575082,23580308,
DRICH1	22	-	23608451	23632321	23608451,23613288,23613638,23614134,23616852,23617574,23619363,23620593,23622090,23624882,23625980,23631815,	23608768,23613330,23613660,23614214,23616874,23617657,23619393,23620615,23622176,23624904,23626048,23632321,
RGL4	22	+	23690860	23699176	23690860,23692334,23692668,23693758,23694346,23694949,23696613,23697170,23697837,23698211,23698843,	23692209,23692528,23692991,23693974,23694450,23695019,23696688,23697245,23697861,23698333,23699176,
ZNF70	22	-	23738677	23751092	23738677,23750710,	23745219,23751092,
VPREB3	22	-	23752742	23754468	23752742,23754314,	23753198,23754468,
C22orf15	22	+	23763053	23765861	23763053,23764086,23764259,23764638,23764792,23765720,	23763331,23764173,23764397,23764713,23764902,23765861,
CHCHD10	22	-	23765833	23767942	23765833,23766127,23767373,23767833,	23766026,23766296,23767593,23767942,
MMP11	22	+	23772818	23784316	23772818,23779186,23780358,23780581,23780858,23781192,23782225,23783410,	23772978,23779416,23780502,23780715,23781100,23781409,23782483,23784316,
SMARCB1	22	+	23786973	23834516	23786973,23791755,23793558,23800943,23803294,23816769,23825224,23833571,23834140,	23787262,23791894,23793688,23801081,23803422,23816936,23825415,23833703,23834516,
DERL3	22	-	23836733	23839004	23836733,23837063,23837658,23838351,23838563,23838710,23838894,	23836962,23837154,23837854,23838445,23838637,23838776,23839004,
SLC2A11	22	+	23856702	23886309	23856702,23862103,23868480,23875116,23877041,23877720,23882458,23882758,23883771,23883948,23884301,23884648,	23856991,23862202,23868641,23875241,23877171,23877869,23882646,23882869,23883873,23884024,23884429,23886309,
AP000350.10	22	+	23862187	23895223	23862187,23868480,23875116,23877041,23894771,23895039,	23862202,23868641,23875241,23877171,23894944,23895223,
MIF	22	+	23894003	23895226	23894003,23894771,23895039,	23894582,23894944,23895226,
GSTT2B	22	-	23957413	23961186	23957413,23958284,23958550,23960293,23961019,	23957932,23958458,23958701,23960381,23961186,
DDTL	22	+	23966900	23972532	23966900,23967385,23971285,	23967022,23967561,23972532,
DDT	22	-	23971364	23974584	23971364,23973767,23974306,	23971623,23973943,23974584,
CABIN1	22	+	24011314	24178628	24011314,24035443,24036088,24038347,24041138,24042903,24049090,24050824,24054872,24056191,24059226,24059923,24061946,24062958,24064034,24066986,24070799,24072353,24076168,24083227,24084578,24085005,24087451,24091582,24095930,24098013,24113565,24119366,24134301,24164399,24165529,24166638,24168446,24171712,24176110,24177503,24178052,	24011367,24035520,24036181,24038461,24041273,24043084,24049220,24050974,24055159,24056360,24059363,24060141,24062025,24063146,24064187,24067181,24071042,24072510,24076284,24083389,24084785,24085151,24087713,24091843,24096082,24098192,24113748,24119698,24134415,24164563,24165626,24167313,24168521,24171995,24176275,24177817,24178628,
SUSD2	22	+	24181258	24189110	24181258,24183056,24183494,24184135,24184765,24185093,24185485,24185660,24186015,24186256,24187201,24187570,24187958,24188224,24188411,	24181595,24183267,24183646,24184303,24184940,24185295,24185571,24185929,24186159,24186415,24187450,24187843,24188135,24188327,24189110,
GGT5	22	-	24219653	24245142	24219653,24224995,24225244,24225545,24226075,24226630,24231383,24232050,24232822,24233497,24233873,24244552,	24220116,24225106,24225411,24225652,24226266,24226767,24231530,24232208,24233018,24233593,24234004,24245142,
SPECC1L	22	+	24270816	24417739	24270816,24302194,24313312,24321287,24324219,24328845,24330255,24334409,24338385,24347085,24363260,24365475,24369217,24411587,24412647,24414533,	24270983,24302384,24313466,24322918,24324427,24328919,24330431,24334573,24338477,24347176,24363344,24365632,24369320,24411704,24412707,24417739,
SPECC1L-ADORA2A	22	+	24423596	24442356	24423596,24433130,24440582,	24423628,24433736,24442356,
